tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1694745378,yeahh idk ئەگەر من حەزم لە owen ئیتر هەرچەندە... من جۆرێک ڕێزم بۆی لەدەستدا لە ئەڵقەیەکدا کە تۆمارم کرد...,hate,brittanytastic,@girltrumpet yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,yeahh idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,ڕق
1694745535,نەخێر چونکە بۆچی دەڵێت &quot;خزمەتگوزاری دیاری نوێ&quot; لە پەیج.. ها!,surprise,RosalieWilliams,@bencollieruk No because why would it say &quot;New gift services&quot; on the page.. HA!,No because why would it say &quot;New gift services&quot; on the page.. HA!,سوپرایز
1694745544,سوپاس، ئەپێکی جوانە لە نزیکەوە سەیری دەکەم.,love,symbolya,"@ovidiunegrean thanks, nice app  i will take a closer look.","thanks, nice app i will take a closer look.",خۆشەویستی
1694745588,چەند شتێکی نایاب لە ماڵپەڕەکەدا ئەمڕۆ,love,jp1983,@cosmicmother some great stuff on website today,some great stuff on website today,خۆشەویستی
1694745616,ئەمڕۆ لەگەڵ کوڕەکەم دەچێت بۆ نانی بەیانی مۆریسۆنەکان wooooooooooo.,worry,getyourlouout,is going for morrisons breakfast with my boy today  wooooooooooo.,is going for morrisons breakfast with my boy today wooooooooooo.,نیگەران
1694745619,#سەروو سروشتی کاتژمێر ٩:٣٠ شەو لە #دە.. ژماردنەوەی پاشەکشە..,neutral,Tiny_Winchester,#Supernatural at 9:30pm on #Ten.. Counting down..,#Supernatural at 9:30pm on #Ten.. Counting down..,ئاسایی
1694745640,بەیانی باش!!! کێ نانی بەیانی دەوێت؟؟,happiness,GloriaVelez,Good morning!!! Who wants breakfast??,Good morning!!! Who wants breakfast??,بەختەوەر
1694745655,درەنگانی شەوی ڕابردوو .... ئۆراکل لە کاتژمێر ٨ بۆ ٤:٣٠,sadness,meerkatlovr,up late last night  .... Oracle from 8 to 4:30,up late last night .... Oracle from 8 to 4:30,دڵتەنگ
1694745696,تەنها ئاگاداربە زۆر دانک مەکە,worry,willfrancis,@theblowups just be careful you don't dunk too long,just be careful you don't dunk too long,نیگەران
1694745711,یوم. سوپاس. تەنها جل و بەرگم لەبەر دەکەم و چاوەڕێی تەواوبوونی شۆردنەکەم دەکەم تا بتوانم هەڵیبواسم. کاتێک ڕۆشتم نامەت بۆ دەنێرم,neutral,lokte,@sorchasilver Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I'll text you when I set off,Yum. Thanks. Just getting dressed and waiting for my washing to finish so I can hang it up. I'll text you when I set off,ئاسایی
1694745775,ماسۆن لینکەکەت پێ دەدەم، تەواو بەدەستەوەیە,neutral,NilVeres,"@Zaida Masson I'll give you the link, it's quite handy","Masson I'll give you the link, it's quite handy",ئاسایی
1694745795,تۆ زۆر شیرینی هاوڕێی پاڵەوانی ڕۆژانەم,love,kwells2416,"@Mennard You are very sweet, my everyday hero friend","You are very sweet, my everyday hero friend",خۆشەویستی
1694745797,np کەواتە چۆنیت؟ جار,neutral,emzyjonas,@therealchloe np  so how are you?  x,np so how are you? x,ئاسایی
1694745844,کۆرگێت,sadness,SostyPasha,@mshady courgette,courgette,دڵتەنگ
1694745922,پیرۆزە، هیوادارم ڕۆژێکی سەرسوڕهێنەرتان هەبێت,love,AnthonyFilice,"@cali3d congratulations, I hope you have an amazing day","congratulations, I hope you have an amazing day",خۆشەویستی
1694746036,کاتێکی بەس نییە بۆ دیزنی وۆرلد.... ڕەنگە تەنها لەبری ئەوە سەیری کەناڵی دیزنی بکەیت.,neutral,alechosterman,@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead.,Not enough time for Disney World.... might just have to watch the Disney channel instead.,ئاسایی
1694746077,تاوەکو دوگمەی EVERYONE ـمان دەهێنێتەوە، دەتوانن بچنە ناو هێڵی کاتی گشتی لە http://twitter.com/public_timeline,neutral,annNow,"@Feego16 Until @twitter brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline","Until brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline",ئاسایی
1694746088,باشە سوپاس.,love,ozdj,@retrogrrl Well thank you.,Well thank you.,خۆشەویستی
1694746161,ئاها ئاه بەڵێ، لەبیرم چوو، پێویستیان بە پارە هەیە.. ڕەنگە بتوانین کاریان بۆ دابین بکەین وەک جوجکەی کۆتاییهێنان ئەگەر تویتەر دەستی بەسەردا بگرێت,fun,juliaa_x,"ahah oh yes, i forgot, they need to earn money.. maybe we could get them jobs as checkout chicks if twitter takes over","ahah oh yes, i forgot, they need to earn money.. maybe we could get them jobs as checkout chicks if twitter takes over",خۆشی
1694746174,هێه، ئای. دەبوو سەرەتا بە باشی لێکۆڵینەوەم بکردایە پێش ئەوەی پرسیار بکەم پێدەچێت ئەوە دیارترین شت نییە هەرچەندە.,worry,alexleonard,"@minnaryyni Heh, aye. I should have investigated properly first before asking  Does seem like it's not the most obvious thing though.","Heh, aye. I should have investigated properly first before asking Does seem like it's not the most obvious thing though.",نیگەران
1694746188,نەخێر. تەنها وەرەوە بۆ سی تی,neutral,jencallahan,@AmyFroebel Nope. Just come back to CT,Nope. Just come back to CT,ئاسایی
1694746225,بەیانی هەمووان! ئێستا چوون بۆ کۆنسێرتێک، پاشان ڕاکردنێک. دواتر هەمووتان نوێ بکەنەوە,fun,starvingsoprano,"Morning everyone! Going to a gig now, then a run. Update you all later","Morning everyone! Going to a gig now, then a run. Update you all later",خۆشی
1694746308,hmm دەبێت دان بەوەدا بنێم کە ئەڵقەیەکی باش بوو و جانتای پیاوەکەی تا ڕادەیەک سەرنجڕاکێش بوو,relief,BelleyTown,@AlanCarr hmm Have to admit was a good episode and his man bag was rather fetching,hmm Have to admit was a good episode and his man bag was rather fetching,ئارام
1694746474,پێشنیاری باش، سوپاس,neutral,talktomikesmith,"@laflour good suggestions, thanks","good suggestions, thanks",ئاسایی
1694746534,ngl، شتێکی دڵخوازی من لە ویکیپیدیا هەندێک جار ئەوەیە کە ووکیپیدیا دەکاتە شتێکی ئاسان.,worry,shihadchick,"@aworldinside ngl, my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake.","ngl, my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake.",نیگەران
1694746566,هێی ئیم گەڕامەوە من وەڵامم دایەوە xxx,worry,HanaStephenson,@EllaPaigeBabe hey im back  i replyed xxx,hey im back i replyed xxx,نیگەران
1694746590,تەنها پێویستە بزانیت لە چی وریا بیت. وریا بوون باشە.,neutral,goldfries,@WayneLiew just need to know what to be cautious about.  being cautious is good.,just need to know what to be cautious about. being cautious is good.,ئاسایی
1694746701,چوارەم لەگەڵتان بێت,neutral,Jadzy,may the 4th be with you,may the 4th be with you,ئاسایی
1694746702,تازە ئەکاونتی فەیسبووکم کردۆتەوە، کەمێک سەرم لێ شێواوە بەڕاستی بەدەستی ناهێنم. پێدەچێت تویتەر زۆر باشتر بێت,surprise,ambabb,"Just opened a facebook account, I'm a little confused I don't really get it. Twitter seems much better","Just opened a facebook account, I'm a little confused I don't really get it. Twitter seems much better",سوپرایز
1694746717,بەڕاستی? من لە گرینسبۆرۆم، بەڵام prev bundoora..,surprise,hopeinhell,"@aussie_ali  really?  i'm in greensborough, but prev bundoora..","really? i'm in greensborough, but prev bundoora..",سوپرایز
1694746739,تازە دیزاینکردنی سایتی multiply ی تەواو کردووە,neutral,annesarmi,just finished designing her multiply site,just finished designing her multiply site,ئاسایی
1694746750,بەڵێ، ساردی گەورە لێرە زۆر خواردنی باش، مۆسیقای باش، کەشوهەوای نایاب! ڕۆژێکی فێنکتان هەبێت برا!,neutral,GELKA,"@morningsteppa  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!","yeah, big chill here too good foods, good music, great weather! have a cool day Bro!",ئاسایی
1694746772,سڵاو هەمووان، پێشبینی چی بکەن؟ ئەمڕۆ ڕونی نایەت!,sadness,deL0SHous,"hey everyone, guess what? ROONEY ISN'T COMING TODAY!","hey everyone, guess what? ROONEY ISN'T COMING TODAY!",دڵتەنگ
1694746784,چوونە بازاڕکردن پاشان ئێوارەخوانی یەکشەممە، خولی دووەم :پ,happiness,Candyfizz,"Going shopping  Then Sunday dinner, round two :p","Going shopping Then Sunday dinner, round two :p",بەختەوەر
1694746803,ئەو سەرقاڵم کرد لە چاتی fb yays,neutral,minteva,she distracteded me in fb chat  yays,she distracteded me in fb chat yays,ئاسایی
1694746809,ڕۆژی جەنگی ئەستێرەکان پیرۆز بێت,surprise,cawwie,happy star wars day,happy star wars day,سوپرایز
1694746810,گەشت لەگەڵ قوتابخانە! گەیشتن بە بینینی نمایشێکی وێست ئێند و بارکردنی شتی زیاتر، ئەو زۆر باش دەبێت,fun,Technotarian,"@dan_pentagram trip with school! get to go see a west end show and loads more stuff, its gonna be great","trip with school! get to go see a west end show and loads more stuff, its gonna be great",خۆشی
1694746830,لە مایسپەیس ئادم بکە؟؟ www.myspace.com/pwnage_org -&gt; pcFOpc,enthusiasm,timMEH_toxic,add me on myspace?? www.myspace.com/pwnage_org  -&gt; pcFOpc,add me on myspace?? www.myspace.com/pwnage_org -&gt; pcFOpc,پەرۆش
1694746835,"loving your music , پێشنیارێکی باشی هەبوو لەلایەن کەسێکەوە کە شتەکانی دەزانێت",love,Shelly1912,"@switchfoot loving your music , had a good recommendation from someone who knows his stuff","loving your music , had a good recommendation from someone who knows his stuff",خۆشەویستی
1694746891,ئەگەر تەنها لە یەک شوێن بتوانم ستاتۆسەکەم نوێ بکەمەوە....,worry,Jeff_VbBaker,If I could only update my status in just one place....,If I could only update my status in just one place....,نیگەران
1694746922,پێم وایە هەردوو جۆسیفینا و جاکی لەوێ تویتدێکەکانیان کوشتووە یان وەک کەسێک ئۆڤەرسپامیان کردووە,neutral,Beyy,I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE,I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE,ئاسایی
1694746926,ڕۆژی لەدایک بوونی قەحبەی من پیرۆز بێت,fun,ceitidhmilne,Happy Birthday to my Whore,Happy Birthday to my Whore,خۆشی
1694746931,من بە جۆرێک بە تەواوی سەرقاڵم بەو کراسە! تەنانەت نازانم بۆ.,sadness,BaltarStar,@kixxa I'm somehow totally distracted by that shirt!  I don't even know why.Suddenly he's like the guy next door!,I'm somehow totally distracted by that shirt! I don't even know why.Suddenly he's like the guy next door!,دڵتەنگ
1694747003,یەکەم گەشت بۆ ماڵەوە لە دوای دیوالیەوە. بەڵام پێش ئەوە یەک دوو ڕۆژ لە سەدی دیللی,love,ravenbarks,first trip home since diwali. But before that a couple of days in saddi dilli,first trip home since diwali. But before that a couple of days in saddi dilli,خۆشەویستی
1694747015,لە کۆتاییدا لە Twirl ەوە گۆڕا بۆ TweetDeck تا بتوانم لە ڕێگەی نوێکارییەکانی هاوڕێ نزیکەکانمەوە فلتەر بکەم happy monday peeps,surprise,johnwyattedgar,finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps,finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates happy monday peeps,سوپرایز
1694747055,کاتی قوتابخانە. لەم هەفتەیەدا زۆر شت ناکات. نزیکەی ٢٠ ڕۆژی تر خوێندن و کاتی NYC هاتووە! ناتوانێت چاوەڕێی کۆتا ڕۆژی خوێندن بکات.,enthusiasm,delaneyx0,schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.,schoool time. not doing much this week. about 20 more days of school and it's time for NYC! can't wait for the last day of school.,پەرۆش
1694747116,پێم وایە لاپەڕەی فیدباکەکانی کۆنفرانسی خۆمم لە جانتاکەمدا بەجێهێشتووە. ئوپ. تەنها بڵێ Excellent بۆ هەموو شتێک Found out about it from you,worry,craignicol,@ColinMackay I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything Found out about it from you,نیگەران
1694747148,ئایا چاودێری 3 سەگ دەکات...ئەوان لە هەموو شوێنێکدان...,sadness,Flatan,Is babysitting 3 dogs...they are all over the place...,Is babysitting 3 dogs...they are all over the place...,دڵتەنگ
1694747227,تازە هەستاوە خۆر لە کوێیە؟ =ئۆ,fun,QDjacky,just got up  Wheres the sun? =O,just got up Wheres the sun? =O,خۆشی
1694747309,yay sing it loud wed، fall out boy، هەموو کات نزم و کەشتی ئەستێرەیی کوبرا لە هەینی WIN,happiness,suplexii,"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN","yay sing it loud wed, fall out boy, all time low and cobra starship on friday WIN",بەختەوەر
1694747321,یان پێم وایە یەکێک لە ئێوە سواری بێت! تکایە?,surprise,raymundopelayo,@xojennielynn or @lauren_ohh i think one of you should give a ride! please?,or i think one of you should give a ride! please?,سوپرایز
1694747351,هاها باشە لە قوتابخانە کاتێکی خۆش بەسەر بەرە! من لە ماڵەوە دانیشتووم و چێشتخانە ئیتاڵییەکەم لە تەنیشتمەوە,fun,erikstohle,@sillyyak11 haha well have fun at school! I'm gonna be sittin' at home with my italian restaurant by my side,haha well have fun at school! I'm gonna be sittin' at home with my italian restaurant by my side,خۆشی
1694747425,http://twitpic.com/4jdkq - پشتێنێکی نوێم دەستکەوت ئەوە ئەستێرەیەکی شەریفە,happiness,clag_on_toast,http://twitpic.com/4jdkq - Got a new belt  it's a sheriff star,http://twitpic.com/4jdkq - Got a new belt it's a sheriff star,بەختەوەر
1694747448,هێی کچ، چییە؟ ئەمڕۆ چی دەکەیت؟,neutral,alexabiro,"@hubermanuela  hey girl, what's up? what r u gonna do today?","hey girl, what's up? what r u gonna do today?",ئاسایی
1694747469,هاها! بەڵێ زۆر شت هەیە بۆ ئایینی نێکید بگوترێ,neutral,YatPundit,"@nsingman haha!  yes, there's a lot to be said for nekkid religion","haha! yes, there's a lot to be said for nekkid religion",ئاسایی
1694747602,کار دەکەم، کۆتایی هەفتەی ٤ ڕۆژەم کۆتایی هاتووە، ئاه باشە یەکێکی تر دێت لە ٢ هەفتەدا,sadness,roel247,"@DaveWares working, my 4-day weekend is over, aah well another one coming in 2 weeks","working, my 4-day weekend is over, aah well another one coming in 2 weeks",دڵتەنگ
1694747661,ئەو ڕاهیبە شین بەدبەختە تۆی لە چنگی خۆیدا هەیە شاجوان عەلی!!!!! هێواشی بکەرەوە,worry,susiecameron,@aussie_ali  that wretched Blue nun has you in her clutches Miss Ali!!!!!  S L O    W  down,that wretched Blue nun has you in her clutches Miss Ali!!!!! S L O W down,نیگەران
1694747746,من ڕاهێنانی فرۆشتنم بۆ یەک دوو لە وەرەقەکان کرد. کەمێک حەسابەکانیان دا.,relief,LauraJDaley,@jeffmello I did sales training for a couple of the papers. They paid my bills for a bit.,I did sales training for a couple of the papers. They paid my bills for a bit.,ئارام
1694747789,من زۆر دلخوشم,neutral,madeleinemcfly,@tommcfly i'm so glad,i'm so glad,ئاسایی
1694747814,بەڕاستی نییە، بە گشتی، ئەگەر هەڵە نەبووم، mga کەمتر لە 1k هەر lng ang gastos namen...,empty,PaoCad,"@trishaelyca  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...","not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",بەتاڵ
1694747822,سەرچاو.,neutral,Packard_Sonic,@daryllorette Your welcome.,Your welcome.,ئاسایی
