tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1963417618,تازە مووچەکەم وەرگرتووە... بۆنوسی نیسان دەتوانرێت ب دانراوە 2day باقی، دەبێت چاوەڕێ بکەم til دووشەممە.,happiness,stoverhilary,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.","Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",بەختەوەر
1963417808,لە دوای کارکردنی فول تایمەوە کاتێکی نەبووە بچێتە سەر تویتەر!,worry,HannahLouise02,hasn't had time to go on twitter since working full time!,hasn't had time to go on twitter since working full time!,نیگەران
1963418007,کاتی خۆشی. تەنها دار usb ـم شکاند.. وەک ئەوەی بە شێوەیەکی ڕستەیی شکاندبێتەوە..,sadness,mrlondoner,fun times. just broke my usb stick.. like literally broke it..,fun times. just broke my usb stick.. like literally broke it..,دڵتەنگ
1963418397,دوێنێ شەو سەردانێکی خۆشت هەبوو لەلایەن کوڕێکەوە کە چەقۆی خۆبەخشی هەبوو، کەس دەزانێت چی بکات لەبارەی چەناگەیەکی خاوەوە؟ هاها,love,mishabelle,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha","Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",خۆشەویستی
1963418419,چاوەڕێی دایکم دەکەم تا بتوانم بچمە لای چەییز و بزانم چی جەهەنەمێک بە پارەکەم دەکەن. بیری WAMU دەکەم,fun,michaelcalle,Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,خۆشی
1963418557,بەڕاستی بێ هیوا بووم لە تەواوی &quot;کچە لەشفرۆش&quot; شت. پیرۆزە لە سەرکەوتنەکەی بەڵام پێموایە بەهرەی بەفیڕۆچوو,fun,supernova_star,@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,خۆشی
1963419480,خخخ awww خخخ من دەیکەم ئێستا ناتوانم بیکەم خخخ cauz دەبێت کار بکەم بەڵام یەکێکیان دروست دەکەم و پێت دەڵێم خۆشم دەوێیت 2 oxoxoteambreezy,worry,cbbreezylover,@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,lol awww lol i will i can't do it now lol cauz i have to work but i will make one and tell you love you 2 oxoxoteambreezy,نیگەران
1963419502,من پێویستم بە پلانەکانە. سبەی کەس ناتوانێت خۆی کۆبکاتەوە. booo.,sadness,arianamarieee,i neeeeed plans. no one can hang out tomorrow. booo.,i neeeeed plans. no one can hang out tomorrow. booo.,دڵتەنگ
1963419566,خۆشحاڵم 2بیستووم kerry!!! didnt know u لە gmtv ئەم بەیانییە &amp; بیرم کرد!,enthusiasm,MrsTDickson,@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,پەرۆش
1963419699,نەفرەت، ئەوەندە گرێبەستی باش...ئێوە پیلانێکتان هەیە هەموو پارەکەم بدزن,neutral,kinkouin,"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money","damn, so many good deals...you guys have a conspiracy to steal all my money",ئاسایی
1963419701,ئای هیچ خێزانێکی ژاوەژاو کە لە تەنیشت ماڵەوە دەژین لە جەژن گەڕاونەتەوە لەوێ ئارامی و بێدەنگیم دەڕوات,worry,Leahstaplehurst,oh no noisy family who live next door are back from holiday  there goes my peace and quiet,oh no noisy family who live next door are back from holiday there goes my peace and quiet,نیگەران
1963419704,OMG من شکام و پیتزام هەبوو چونکە سترێس بووم تۆ لێم شێت؟,worry,Djalfy,OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT  @Thefatboys @theunclelouie @princemarkiedee you mad at me?,OMG I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT you mad at me?,نیگەران
1963419851,thats terrible چێژ لە هەموو خولەکێک لەگەڵت وەردەگرم!,worry,CashMoney503,@dabusStop thats terrible  I enjoy being with you every minute!,thats terrible I enjoy being with you every minute!,نیگەران
1963420529,خودایە... من زۆر ئازار دەچێژم... بێ قژ + دانیشتن لە تیشکی خۆری گەرم = v v سووتانی خۆری خراپ,sadness,karl_goddard,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,دڵتەنگ
1963420721,هاها ئاوو باشە ئێستا بگەڕێینەوە بۆ فراوانبوونی بایۆنۆمی ugh! خۆشی,sadness,hyper_baffoon,haha aww ok now back to bionomial expansion  ugh! joy,haha aww ok now back to bionomial expansion ugh! joy,دڵتەنگ
1963420917,من لە ئەڵمانیا دەژیم، تێچووی زۆریشی هەیە! خۆزگە بە هەر شێوەیەک بێت فۆڵۆوم بکەن..,worry,dempeofan,"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway..","I live in germany, it costs a lot too! I wish you could follow me anyway..",نیگەران
1963421335,حەز دەکەم ئاڵوگۆڕ بکەم...من لەگەڵ ٣ گەمژە دانیشتووم,sadness,thepurplediva,@Jennifalconer would like to swap...i'm sitting with 3 grumpies,would like to swap...i'm sitting with 3 grumpies,دڵتەنگ
1963421477,من ڕاست دەزانم، ئەوە زۆر لاوازە بەڵام g1 زیاتر لە sk دەچێت کە پێم وایە. لاتۆنیا لامێسۆسە، تەنها لەمەودوا بەو شێوەیە ناوی بنێ,worry,jackbarakat,"@amandalaur i know right, that's so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on","i know right, that's so weak but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",نیگەران
1963421525,کێشەم هەیە لە نوێکردنەوە!!!,worry,Wiitte,@iViva I have trouble updating!!!,I have trouble updating!!!,نیگەران
1963421835,خەریکە کاپ کەیک دروست دەکات و دەڵێت ناتوانم هیچ کێلییەکم هەبێت، تۆ خوشکێکی خراپیت.,sadness,Ally12bd,"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister.","is making cupcakes and says i can't have any kelli, you're a bad sister.",دڵتەنگ
1963421903,وای! هەرگیز تێبینی ئەوە دەکەیت کە هەندێک لە تویتەرەکان هەزاران فۆڵۆوەریان هەیە، بەڵام لەگەڵ ئەوەشدا تەنها مشتێک (لە ڕاستیدا کەمتر لە دوو دەست) پیپەکان فۆڵۆو دەکەن.,surprise,Mintmark,"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.","wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.",سوپرایز
1963422446,&quot;ئێمە نانی نیوەڕۆ دەکەین&quot; ئەهه...لە ژوورەوە هەرچەندە ڕەشەبایەکمان هەیە کە دەچێتە ژوورەوە,worry,oliviagotjokes,@crystalchappell &quot;we'll do lunch&quot;  uhh...indoors though we are having a thunderstorm rolling in,&quot;we'll do lunch&quot; uhh...indoors though we are having a thunderstorm rolling in,نیگەران
1963422488,خۆزگە دەمتوانی نینۆکەکانم کاری گەمژانە بکەم,worry,Jaimiewint,I wish I could get my nails done  stupid job,I wish I could get my nails done stupid job,نیگەران
1963422497,selfupdate و clean ruby ​​ئەو بەشەی چاک کرد بەڵام ئێستا شکستی لەسەر rb-rubygems,neutral,derekgallo,@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,ئاسایی
1963422656,ڕقم لە دایک و باوکە,neutral,omglikelauren57,i hate parents,i hate parents,ئاسایی
1963423362,ڕۆژە خۆشەکانی وەک ئەمانە وا لە من دەکەن بیری ئەلکی بکەم,sadness,NiniLouise,Nice days like this make me miss Alki,Nice days like this make me miss Alki,دڵتەنگ
1963423737,به‌ڵێ ده‌یكه‌م! وە هێشتا نزیکە لە سەقفی هەڵگرتنی جیمەیڵەکەم! ARGH! من ناچار دەکرێم شتەکان بسڕمەوە.... یان شوێنی زیاتر بکڕم.,sadness,christinewhuang,@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,دڵتەنگ
1963423825,تەنها فڕێیدا,worry,alanslopez,just threw up,just threw up,نیگەران
1963424174,تویتەر هەموو خۆشییەکانی تێکداوە. بە شێوەیەکی بێزارکەر خاو!! تەنانەت نەیتوانی بە باشی پێشنیار بکات!,worry,rehabc,Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,Twitter has spoiled all the fun. Frustratingly slow!! couldnt even bid properly!,نیگەران
