tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1696004910,کوشتنی ئەژدیهاکان &amp; ڕزگارکردنی بێتاوانەکان، ئەمە دەتوانێت فیلمێکی ژیانی باش بێت دڵنیابە لە وەرگرتنی کامارا و فیلم!!!!,worry,SeekerOf,"@AnnebrittB slaying dragons &amp; rescue innocents, this could be a good life movie   Make sure to take a camara and film!!!!","slaying dragons &amp; rescue innocents, this could be a good life movie Make sure to take a camara and film!!!!",نیگەران
1696005032,نزیک دەبێتەوە، بەڵام هیوادارم بتوانن بزانن کە هیچی تر ناخۆن جگە لەو کولێرە بۆ هەفتەکە tho.,fun,historystudent1,"@reaching4amomnt it'll be close, but hopefully they can figure it out  they'll be eating nothing but those cookies for the week tho.","it'll be close, but hopefully they can figure it out they'll be eating nothing but those cookies for the week tho.",خۆشی
1696005039,هەفتەی پێزانینی مامۆستایە - ئەم بەیانییە لە دەرەوە بووم و گەیاندن بۆ ڕاهێنەران,neutral,Shoosha,It's teacher appreciation week - been out making deliveries to instructors this morning,It's teacher appreciation week - been out making deliveries to instructors this morning,ئاسایی
1696005052,لە commish بۆ چەند ڕۆژێک لە ATL لەگەڵ fam. تازە نوێکارییەکانی ماڵپەڕی .netم بینی... زۆر نایاب دەردەکەوێت!,worry,thebigcliche,@criminalminds  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,out of commish for a few days in ATL with fam. Just saw the updates to the .net website... Looks AWESOME!,نیگەران
1696005125,هێی پێرێز! بەهیوای بەختێکی باش! باشە، هێشتا پلانم هەیە بۆ دیارییەکی گەورە کە بۆ دایکم بدرێت! خۆشم دەوێیت دایكە!,sadness,HudgensPersonal,"@PerezHilton hey perez! good luck! well, i'm still planning for a big present to be given for my mom! i love you mom!","hey perez! good luck! well, i'm still planning for a big present to be given for my mom! i love you mom!",دڵتەنگ
1696005126,"- من دەمەوێت بچم بیانبینم لە ئەدینبۆرگ ڕوونادات هەرچەندە هاها , yir بەختەوەر! و funnnn xxx هەبێت",sadness,Racheld11,"@thisisbenwood -  I wanna go see them in Edinburgh  won't happen though haha , yir lucky! And have funnnn  xxx","- I wanna go see them in Edinburgh won't happen though haha , yir lucky! And have funnnn xxx",دڵتەنگ
1696005128,سوپاس بۆ ئەوە! ئەوە دەزانم.,happiness,colleennyman,@CaroleCross Thank you for that!  I know it.,Thank you for that! I know it.,بەختەوەر
1696005159,هاهاها بێگومان وێنەیەکی نمایشی وا ناشرینیان هەیە :'),neutral,xsuzannee,@sharlynnx hahahah of course  they have such a nasty display picture :'),hahahah of course they have such a nasty display picture :'),ئاسایی
1696005184,Gooooood بەیانی خۆشەویستی.,empty,ahmier,Gooooood morning loves.,Gooooood morning loves.,بەتاڵ
1696005222,وە نووسینی بلۆگەکەت دەربارەی چییە؟,neutral,stevegarufi,@faithbookjesus And what's your blog entry about?,And what's your blog entry about?,ئاسایی
