tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1753583944,یەکێکی خۆش,happiness,chez1986,@russellburnham  nice one,nice one,بەختەوەر
1753583961,ئایپادەکەت مردووە؟ سەخت... ئایفۆنێک بەدەست بهێنە,neutral,esquevin,@GirlButGeek ton iPod est mort? Dur... Prends un iPhone,ton iPod est mort? Dur... Prends un iPhone,ئاسایی
1753583964,ئەو فەسادە. بەڵام ئایلۆڤ ئەو,love,RobSoCool,He's a mess. But iLove him,He's a mess. But iLove him,خۆشەویستی
1753583983,یوکی! ئەمڕۆ دوا یاری تۆپی پێی وەرزەکەمان ئەنجامدا...تاقیکردنەوەکان هەینی دەستپێدەکات,relief,designingfresh,@marinasmom Yucky! We had our last soccer game of the season today...tryouts start Friday,Yucky! We had our last soccer game of the season today...tryouts start Friday,ئارام
1753584089,کە دەنگێکی خۆشی هەیە,love,melodieus,@Neekatron that sounds delicious,that sounds delicious,خۆشەویستی
1753584095,یەکشەممەتان خۆش بێت xx,neutral,Paulasummer,@mariamtronchoni Have a nice Sunday  xx,Have a nice Sunday xx,ئاسایی
1753584132,وێنەیەکم گرت کە سەیری بوتڵی دژە بەکتریاکەم دەکرد. شەڕانگێز,worry,nuria2k9,I took a picture of me looking at my bottle of antibacterial. Wicked,I took a picture of me looking at my bottle of antibacterial. Wicked,نیگەران
1753584277,پیاو من تەنها کەرێکی چەورم دروست کردووە buger mmmmmmmmmm تامەکە ئەوەندە fuckin بە تام من خواردنم خۆشدەوێت، هەستەکانم دەخۆم خخخخ,love,petalsofroses,"man i just made a fat ass buger mmmmmmmmm  taste so fuckin delicious i love food, i eat my feelings lol","man i just made a fat ass buger mmmmmmmmm taste so fuckin delicious i love food, i eat my feelings lol",خۆشەویستی
1753584316,وەرزی دووەمی فیلمی The Wire، تەواو بوو! تا ڕادەیەک لاوازە بە بەراورد بە وەرزی یەکەم بەڵام چاوەڕێی ئەوەم دەکرد کە... هێشتا باشە هەرچەندە وەرزی سێیەم لێرە دێم!,relief,dondy,"Season 2 of The Wire, done! Kinda weak compared to the first season but I expected that... Still good though  Season 3 here I come!","Season 2 of The Wire, done! Kinda weak compared to the first season but I expected that... Still good though Season 3 here I come!",ئارام
1753584338,باشە تۆشیت، کەسێکی تری تویتەر...ئێرم...ئەستەمە بەڕاستی بڵێم... با تەنها بڵێین کە دەتوانیت هەمووتان لەناو مینی پاسێکدا جێی بکەیتەوە!,worry,einsteinradio,"@iRobC Well there's you, another Twiiter person...erm...difficult to say really...   Let's just say that you could fit all into a minibus!","Well there's you, another Twiiter person...erm...difficult to say really... Let's just say that you could fit all into a minibus!",نیگەران
