tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1962390479,من ئامێری ئیسپرێسۆم دەوێت,worry,Jotacon,@vronmcintyre I want an espresso machine,I want an espresso machine,نیگەران
1962390792,من داوای لێبوردن دەکەم.,worry,imhappy1966,@HighRawFoods I am sorry.,I am sorry.,نیگەران
1962391061,دیدۆ &quot;US 2 خوداوەندە بچووکەکان&quot; http://ow.ly/9UIn &quot;تەنها ئەم ساتە/ با هەموو شتێک لێرە بوەستێت/ من تێر بووم&quot;...وشەیەک کە وات لێدەکات تووشی شۆک ببیت...,hate,Aloft_Incumbent,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,ڕق
1962391127,ermm، زیاتر لە نیوەی سەرەوەی ڕەشی تەواو دەچێت. و هەندێکیان خۆڵەمێشی تەواو,neutral,JoshSemans,"@catashton ermm, more like a full black upper half.  and some a completley grey","ermm, more like a full black upper half. and some a completley grey",ئاسایی
1962391823,بەڵێ بەهیچ شێوەیەک هەست بە هیچ شتێک دەکەیت؟ بیرم هاتەوە کە سەیری لۆپتم دەکرد لە مۆبایلەکەیدا و ئەو نیگایە کۆکە بوو,neutral,SylvieSOfasho,@Nigganelle yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that,yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that,ئاسایی
1962391924,سوپاس بۆ ur gnite و... *سوپاس* بۆ ur photo of sims 3... دڵ لێرە شکاوە,worry,leehong2511,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,نیگەران
1962392072,سڵاو! زۆر خۆشحاڵم کە هەینییە بەڵام دڵخۆش نەبووم کە تەنها سێوێکی خراپم خواردووە,happiness,sarisam,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple,Hey! So glad it's Friday but not happy that I just ate a bad apple,بەختەوەر
1962392145,مانگی نوێ تەواو بوو! ووو! ئێستا من ئەوی داهاتووم دەوێت...,happiness,KeelHaulKate,Finished new moon! Woo! Now i want the next one...,Finished new moon! Woo! Now i want the next one...,بەختەوەر
1962392290,دانیشتووم لە باخچە لەگەڵ مۆمیاکەم و هەروەها دەقێکم لە کوڕەکە وەرگرت کە پێموابوو GOT THE HINT دیارە نەبوو.,happiness,Jovi_Jonas,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT obviously not.,بەختەوەر
1962392455,دەبینین کرێگ ڕەنگە تەنها hog u guys! هاها من بەهەر حاڵ ئەمشەو تا کاتژمێر ١٠ کار دەکەم,worry,makkmommy,@bcran we'll see Craig might just hog u guys! haha I work till 10 tonight anyways,we'll see Craig might just hog u guys! haha I work till 10 tonight anyways,نیگەران
1962392850,دانی لوولە جوانەکانی بڕی,neutral,cbldivas,Danny cut his beautiful curls,Danny cut his beautiful curls,ئاسایی
1962393224,تەنها نیوەی ستافی RROم بینی کە بەلایدا تێپەڕین...بەداخەوە نەمبینی یان...,worry,linnix,Just saw half the RRO staff walk by...sadly I didn't see @legmar or @mtacheme,Just saw half the RRO staff walk by...sadly I didn't see or,نیگەران
1962393556,نزیکە لە کاتی نانخواردنی نیوەڕۆ بۆ تۆ,neutral,bonfire1980,its almost lunch time for you,its almost lunch time for you,ئاسایی
1962393606,ئیم دڵتەنگم لە ئێستادا becuz لە خانمەکەم,sadness,SE_nicorob,Im sad right now becuz of my lady,Im sad right now becuz of my lady,دڵتەنگ
1962393907,http://bit.ly/NYhMZ دیۆنوسیا وای لێکردم ئەو کارە بکەم,happiness,revqueer,http://bit.ly/NYhMZ  Dionusia made me do it,http://bit.ly/NYhMZ Dionusia made me do it,بەختەوەر
1962394372,دەیەوێت بچێتە لۆنۆڤالا بۆ هاوسەرگیری frenz....bt....هیچ گواستنەوە arrngmnts wrkg دەرەوە,sadness,thoughtspeaks,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out,دڵتەنگ
1962394759,کاتی جێهێشتنی یاداشتێکی شەڕانگێزی پاسیڤ بۆ خاوەنەکانی. خەتای سەگەکە نییە... ئەوە خاوەن گەوادەکانیانن,worry,kizat,@niftybitch time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners,time to leave a passive agressive note to the owners. It's not the dog's fault... it's their shitty owners,نیگەران
1962395916,بۆ ماوەی ٤ ڕۆژ تەنیا دەبێت چونکە لە باگیۆ دەبێت. http://plurk.com/p/x2apl,sadness,zialozadalim,will be lonely for 4 days because @trizia will be in baguio.   http://plurk.com/p/x2apl,will be lonely for 4 days because will be in baguio. http://plurk.com/p/x2apl,دڵتەنگ
1962396056,یۆلۆندا، من بە مۆبایلەکەمەوە چوومە مەلەکردن لە کەنار دەریا خخخخ و بۆیە هەموو پەیوەندییەکانم لەدەستدا,surprise,aprilhrrn,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts","Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",سوپرایز
1962396469,ئەوە هیچ بوینۆ نییە...هیوادارم هەست بە باشتر بوون بکەیت!,worry,musicaddikt787,@chantelmybell  that's no bueno...hope u feel better!,that's no bueno...hope u feel better!,نیگەران
1962396607,بۆیە....من پێشبینی دەکەم هیچ BGN؟,surprise,Rockaholica,so....i'm guessing no BGN?,so....i'm guessing no BGN?,سوپرایز
1962397028,هەستکردن وەکو چەقۆی ئەم پاشەکشەیە. هەوڵ مەدە پەیوەندیم پێوە بکەیت و نامەم بۆ بنێرە.,worry,HoodTREdemark,Feeling like the bum of this recession.  Don't try to call or text me.,Feeling like the bum of this recession. Don't try to call or text me.,نیگەران
1962397048,هەستت پێ ئەکەم,relief,MCRmuffin,@Boy_Kill_Boy I know the feeling,I know the feeling,ئارام
1962397347,مەبەستم ئەوەیە کەسێک بە ئۆتۆمبێلێک سەگێکی لێداوە. تەنها لەوێ کەوتبوو,worry,kriisco,@XxMolliexX I mean someone hit a dog with a car. It was just laying there,I mean someone hit a dog with a car. It was just laying there,نیگەران
1962397631,خۆشە لە کۆبوونەوەی بازرگانی دەربچیت هەست بە ئارەزووی دەکەیت &amp; بەهادار. ئێستا، بۆ ئەوەی لە ڕێکەوتێکی ئاوا بێیتە دەرەوە..! (یان، بۆ ئەوەی بەهیچ شێوەیەک بچیتە سەر ڕێکەوت..),worry,encaf1,"Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)","Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)",نیگەران
1962397669,هاها نەخێر ئەو دۆڵە نییە. ئەوە دۆڵی فێنک و سارد و سڕە. دۆڵی تەکساس. وەک...دۆڵی ڕیۆ گراندە. ئاههاها خۆزگە لە دۆڵی کالیفۆرنیا بژیام,relief,enaaarz,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley,hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley,ئارام
1962397979,زۆر بۆ کڕینی ئەو مۆبایلە نوێیە سەرسوڕهێنەرە لە سۆنی ئێریکسۆن - من ئێستا بێریم حەزم لە هەموو کەسێکی ترە...,happiness,candz,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...,So much for buying that awesome new phone from sony ericsson - I am now Berry'd like everyone else...,بەختەوەر
1962398157,تازە پەیوەندییە ترسناکەکەی لە چاودێری منداڵەوە وەرگرتووە - H بچووکەکە سەری لێداوە سیتەر دەڵێت باشە و هێلکەی قاز بە خێرایی دەچێتە خوارەوە,enthusiasm,MaternalSpark,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast,just got the dreaded call from babysitter - little H has bumped her head Sitter says she's fine and goose egg is going down fast,پەرۆش
1962402603,boo (بەڵام ئایا گوێ دەگرم؟),neutral,rainbowirisfarm,boo (but will I listen?),boo (but will I listen?),ئاسایی
1962402690,گۆش، ببورە کاکە. هیوای مژدەی خۆش دەخوازم.,worry,joshigginbotham,"@jaymckenney gosh, I'm sorry man.  I'll hope for good news.","gosh, I'm sorry man. I'll hope for good news.",نیگەران
1962402965,هەوڵدان بۆ ئەوەی بە گەشبینییەوە بمێنمەوە لەکاتێکدا چاوەڕێی ئەوەم کلیلەکانم لە ئۆتۆمبێلە قوفڵکراوەکەم دەربهێنم,worry,blueyedgrl44,Trying to stay upbeat while I wait to get my keys out of my locked car,Trying to stay upbeat while I wait to get my keys out of my locked car,نیگەران
1962403118,دەمەوێت بارانەکە بڕوات! لەم دواییانەدا زۆر بووە,neutral,WildestDream,I want the rain to go away! There has been too much of it lately,I want the rain to go away! There has been too much of it lately,ئاسایی
1962403289,aww im sorry im home now هیوادارم باش بێت من خۆشم دەوێی wifey &lt;3 xx,sadness,Miss_Foxay,@CaroTheNyx aww im sorry im home now hope your ok  i love ya wifey &lt;3 xx,aww im sorry im home now hope your ok i love ya wifey &lt;3 xx,دڵتەنگ
1962403627,ئەمەش خەریکە دەمارەکانم دەچێتە سەر. من ناتوانم وێنەکەم بگۆڕم,hate,WhitneyShi,This is getting on my nerves. I cant change my pic,This is getting on my nerves. I cant change my pic,ڕق
1962403675,ڕاکردن بە شاردا لەگەڵ کاثلین....ئەو بۆ ماوەی مانگێک جێم دەهێڵێت..,sadness,mgstrawn,Running around town with Kathleen....she's leaving me for a month..,Running around town with Kathleen....she's leaving me for a month..,دڵتەنگ
1962403695,فۆڕمی بیمەی بۆ پۆلۆ وەرگرت. کەمێک هەست بکە دەبێت ئەنجام بدرێت هەرچەندە.,worry,ramdomthoughts,Got insurance forms for Polo. Feel a bit  Has to be done though.,Got insurance forms for Polo. Feel a bit Has to be done though.,نیگەران
1962403796,خۆزگە ئێمە دا نەدەخستایە,worry,Toni_GPB,@mommypages I wish our @COSICols didn't close,I wish our didn't close,نیگەران
1962404255,واو، جۆرێک بێزار بووم کە جۆن ئێستا وەبەرهێنان دەکات. دیارە بەردەوام لە کاتەکاندا دەگێڕدرێتەوە، بەڵام پارەدانەکان زۆر قورسن بۆ من,boredom,oldparty,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me","Wow, kinda bothered that Jon is doing deposits now. Apparently he keeps getting fucked out of times, but deposits are SO hard for me",بێزار
1962404379,تەنها گەیشتمە ماڵەوە لە ئەنجامدانی دوکانە گەورەکە بە تەواوی munched دەرەوە چونکە من زۆر برسی بووم و من لە کێش لە بەیانیان ئۆپ,worry,kelanjo19,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops,نیگەران
1962404738,مەحاڵە بە تەواوی سەیری هەر ڤیدیۆیەکی فلاش بکەم لەگەڵ ماکەکەم دوای 5.7,sadness,savvasmalamas,its impossible to watch in full ANY flash video with my mac after 5.7,its impossible to watch in full ANY flash video with my mac after 5.7,دڵتەنگ
1962404828,وەها.ئە.گاڵتەکردن.,happiness,lacitygrl8,such.a.tease.,such.a.tease.,بەختەوەر
