tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1752750891,ئامین بۆ ئەو برۆتا!,happiness,marvinthebox,@brianiwama amen to that brotha!,amen to that brotha!,بەختەوەر
1752750916,باشە سوپاس، میامی چی دەڵێت؟ چۆنە بۆم نووسی؟,neutral,SimbaMtoto,"Am good thanks, what's Miami saying? How come u wrote to me?","Am good thanks, what's Miami saying? How come u wrote to me?",ئاسایی
1752750942,من قسەم لەگەڵ خۆم دەکرد نەمدەزانی دەتوانیت ئەوە بکەیت!,neutral,KatDart,@KatDart im talking to myself  didn't know you could do that!,im talking to myself didn't know you could do that!,ئاسایی
1752750975,ئێمە زۆر فڕین بووین,worry,keishibaby,@MissHeatherG we are tooo fly boo,we are tooo fly boo,نیگەران
1752750990,کۆمپیوتەرەکەم گەڕاوەتەوە سەر کار,surprise,robhimselfFL,My computer is back in business,My computer is back in business,سوپرایز
1752750991,سوپاس براد! بەوپەڕی خۆشحاڵییەوە چاوەڕێی چاتکردنم لەگەڵ تۆش.. btw، وەک پیکسە نوێیەکەت!,neutral,discodelivery,"@muumuse Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!","Thanks, Brad! Looking forward to chatting with you too.. btw, like your new pix!",ئاسایی
1752751026,ئەگەر بینی کە دەگری! وای,sadness,Channing1219,@ChaseSanders  if she sees that she will cry! lol,if she sees that she will cry! lol,دڵتەنگ
1752751083,هەموو ڕۆژێک ڕۆژی دایکە.... چاوەڕێی 1 لە 365 ڕۆژ مەکە تا بێیتە دەوروبەرت بۆ ئەوەی نیشانی دایکت بدەیت کە چەندە قەدری دایکت دەزانیت و خۆشت دەوێت.,worry,irenicmomentz,Every day is Mother's Day.... Don't wait for 1 of 365 days to come around to show your mom how much you appreciate and love her.,Every day is Mother's Day.... Don't wait for 1 of 365 days to come around to show your mom how much you appreciate and love her.,نیگەران
1752751179,[وڵامی ١٠] چۆن جل و بەرگ دەپۆشم؟ ئاسانە، جل و بەرگەکەم ٢٠ دۆلارە...بەڵێ جل و بەرگەکەم ١٠ دۆلار پێڵاو، ٥ دۆلار پانتۆڵ، ٢ دۆلار ئیکسسوارات &amp; ٣ دۆلار ماوە ٢ بیخۆن,neutral,NEEFFRESH,"@Chioma_ [answer 10] how i dress? its easy, my outfit is $20...yes my outfit  $10 shoes, $5 pants, $2 accessories &amp; $3 left 2 eat","[answer 10] how i dress? its easy, my outfit is $20...yes my outfit $10 shoes, $5 pants, $2 accessories &amp; $3 left 2 eat",ئاسایی
1752772181,ڕێگەم بدە پێشبینی بکەم. تۆ کۆترەکەت بە فیاسکۆ پینۆت خوارد!,surprise,enobytes,@fiascowines let me guess. You devoured your duck with Fiasco Pinot!,let me guess. You devoured your duck with Fiasco Pinot!,سوپرایز
1752772198,لە فێستیڤاڵی ساڵانی نوێی خسا. سەما و جلوبەرگە نەریتییەکان خۆش بوێت,love,dahomegirl,At KhSA new years festival. Love the traditional dances and outfits,At KhSA new years festival. Love the traditional dances and outfits,خۆشەویستی
1752772211,هاها ئەم گفتوگۆیە خۆش بوو بەڵام ئێستا ماندووم! GNITE!!!!!!!,worry,Msfab1988,HAHA THIS CONVERSATION WAS FUN BUT NOW IM TIRED! GNITE!!!!!!!,HAHA THIS CONVERSATION WAS FUN BUT NOW IM TIRED! GNITE!!!!!!!,نیگەران
1752772221,وێنەگرتنی نایاب ئەمڕۆ لەگەڵ کریس ڕایان لە ڕۆڵنگ ستۆن، کیگان سمیس &amp; لەوانەیە ئەم هاوینە فام بۆ تیپی تیپی DAVE MATTHEW بکرێتەوە! ئیک!,neutral,JenniLPrice,"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith &amp; the Fam may be opening for DAVE MATTHEW's BAND THIS SUMMER!  EEK!","great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith &amp; the Fam may be opening for DAVE MATTHEW's BAND THIS SUMMER! EEK!",ئاسایی
1752772401,Thats amazing quote indeed.Btw کۆتایی هەفتەیەکی خۆشتان هەبێت !,happiness,Isil_Loves_Mcr,@FrankIero Thats amazing quote indeed.Btw Have a nice weekend  !,Thats amazing quote indeed.Btw Have a nice weekend !,بەختەوەر
1752772434,بەڵێ، بەڵێ .... خەوی بخە یان گۆسیپی ماگ بخوێنەرەوە ئەگەر یەکێکت لە دەستدایە,neutral,LittlePearls,"@LMStellaPR yes, yes .... nap or read gossipy mag if you have one handy","yes, yes .... nap or read gossipy mag if you have one handy",ئاسایی
1752772449,بەڵێ، هەندێکم کڕی کاتێک ئەو وافلە کریسپییانەم دروست دەکرد,neutral,inuyaki,"@mic_dee yeah, i bought some when I was making those crispy waffles","yeah, i bought some when I was making those crispy waffles",ئاسایی
1752772492,خواردنی کەبابی مریشک لەگەڵ مافیا و چەپس سەیرکردنی &quot; چاوپێکەوتن لەگەڵ سپارتەکان&quot;,neutral,isabelpinkskull,eating chicken kebabs with muffi and chups  watching &quot; meet the spartas&quot;,eating chicken kebabs with muffi and chups watching &quot; meet the spartas&quot;,ئاسایی
1752772644,رۆژی دایکان پیرۆز بێت!! خۆشم دەوێن هاوڕێیان...,love,cesmusik,@AREYNOSO1 @MALICAMUSIC @MOMTOAM HAPPY MOTHERS DAY!! LOVE YOU GUYS...,HAPPY MOTHERS DAY!! LOVE YOU GUYS...,خۆشەویستی
1752772647,soo وەک کاتێک ئەمە لەسەر دیوارەکەت دەردەکەوێت....بڕۆ بۆ لای ڕاستی پۆستەکە و وەڵامێک دەردەکەوێت TwEeT,neutral,nlouisem,@SassyPQ soo like when this shows up on your wall....go to the right side of the post and a reply will show up  TwEeT,soo like when this shows up on your wall....go to the right side of the post and a reply will show up TwEeT,ئاسایی
1752772652,هیوای ڕۆژی دایکان پیرۆز بێت!,happiness,KrisStepney,Wishes @kirstiealley a Happy Mother's Day!,Wishes a Happy Mother's Day!,بەختەوەر
1752772675,بارگاویکەرەوەی ماکبۆکەکەم لەبیر کرد، ئەوە بۆ من ئەمڕۆ هیچ مانایەکی نییە جگە لە پراتچێت,worry,TomK32,"forgot my macbook's recharger, that means nothing but Pratchett for me today","forgot my macbook's recharger, that means nothing but Pratchett for me today",نیگەران
1752772684,سەیرکردنی مرۆڤە بێگانەکان لەگەڵ بووبیەکەم لە craig rise house 11 زوو خەوتن بۆ گەورەکان,happiness,jonnycraig4L,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,بەختەوەر
1752772770,سوپاس! سبەی باشترین بۆ ئێوە و ئێوە... هیوادارم هەمووتان ڕۆژێکی خۆش بەیەکەوە بەسەر بەرن!!,fun,AngelaAvey,@chriscornell Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,Thank you! The best to you and yours tomorrow... I hope you all have a lovely day together!!,خۆشی
1752772780,ئاه، و پێش ئەو دوا تویتەم نزیکەی نیو کاتژمێرم بەسەر برد بۆ فڵچەی ددانی کارەبایی نوێم! هەست بە مەزنی دەکەم,love,twokidsonelove,"Oh, and before that last tweet i spent about half an hour on brushing my teeth with my new electric toothbrush! I feel great","Oh, and before that last tweet i spent about half an hour on brushing my teeth with my new electric toothbrush! I feel great",خۆشەویستی
1752772790,وای. دەبێت خۆش بێت,love,renae_,@Jessica___xx lol. shall be fun,lol. shall be fun,خۆشەویستی
1752772845,نامە ناردن,empty,candycandycane,texting,texting,بەتاڵ
1752772849,پێم وایە زیاتر پڵنگەکان بوو کە لەتبوون. بۆیە بە هیچ شێوەیەک سەرسوڕهێنەر نییە، بەڕاستی ... خخخخ ...,happiness,cate3221,"@MoocherGirl i think it was more the tigers crumbling. so not surprising at all, really ... lol ...","i think it was more the tigers crumbling. so not surprising at all, really ... lol ...",بەختەوەر
1752772868,http://bit.ly/wZK3o &lt;--- پارانۆید. لە ڕاستیدا حەزم لێیە باشترە ڕاستەوخۆ نمایش بکرێت نەک وەشانی ستۆدیۆ.,worry,lealoren,http://bit.ly/wZK3o  &lt;--- Paranoid. I actually like it better performed live rather than the studio version.,http://bit.ly/wZK3o &lt;--- Paranoid. I actually like it better performed live rather than the studio version.,نیگەران
1752772908,خۆشەویستی خۆشەویستی خۆشەویستی. ڕۆژانە یەکێکیان جەستەی ئافرەت باش دەکات http://twitpic.com/4wkpe...,love,karinyang,Love love love. One a day does a woman's body good  http://twitpic.com/4wkpe,Love love love. One a day does a woman's body good http://twitpic.com/4wkpe,خۆشەویستی
1752772931,بۆ ماوەیەکی زۆر نییە بۆ هەندێک وەرزشی خێرا ئێستا,neutral,bryan_kavanagh,@lennytoups not for long goin for some sprints now,not for long goin for some sprints now,ئاسایی
1752773102,ئاوو، ئەوە خۆشە. هەردووکتان بەڕاستی ژن و مێردێکی جوان دروست دەکەن، هاوسەنگی یەکتر دەگرن.,sadness,MrsSmith2U,"@DawnRichard Awww, that's nice.  You both make a really beautiful couple, you balance each other.","Awww, that's nice. You both make a really beautiful couple, you balance each other.",دڵتەنگ
1752773107,mmm - پیتزای ماڵەوە (کە من یارمەتیم دا لە دروستکردنی)، کێکی پەنیری ماڵەوە (بۆ خواردن بەم زووانە) &amp; خێزان... ڕۆژێکی خۆش بۆ دایک &amp; نانا,sadness,takoyaki_ball,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) &amp; family... a nice day for mother &amp; nanna","mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) &amp; family... a nice day for mother &amp; nanna",دڵتەنگ
1752773144,شەوێکی خۆشەویست، هاوڕێیان. مانگی پڕ بیرکردنەوە لە چوونە دەرەوە بۆ سەر سەقفەکەم خخخخ,happiness,MightBeMarissa,"Lovely night, guys. Full moon  thinking about going out onto my roof lol","Lovely night, guys. Full moon thinking about going out onto my roof lol",بەختەوەر
1752773189,چێژ وەرگرتن لە کۆتایی هەفتەم لەگەڵ منداڵەکانم!,love,Jrsedwards,Enjoying my weekend with my kids!,Enjoying my weekend with my kids!,خۆشەویستی
1752773199,http://twitpic.com/4wkpl - لاپتۆپی شاشە فراوان + خولانەوەی + کۆمیک = سەرسوڕهێنەرە.,worry,HonkeyKong,http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,نیگەران
1752773213,لەبیرت بێت مۆبایلەکەت بخەیتە سەر بێدەنگ! خخخ شەو خۆشەویستان,love,claudia215,@PrincessArchie Remember to put your phone on silent! lol  Night loveees,Remember to put your phone on silent! lol Night loveees,خۆشەویستی
1752773238,من خۆشەویستم تکایە جێم مەهێڵە لەلایەن پەمەیی!,love,SarahSee95,I'm loving Please Don't Leave Me by Pink!,I'm loving Please Don't Leave Me by Pink!,خۆشەویستی
1752773252,بیری جەستنم کرد لە SNL! ئاغهه! هەر لەو کاتەی کە دەستم کردەوە بە خۆشویستنی، بەڵێ یەکێکە لەو هەفتانە.,sadness,leavingforparis,"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it's one of those weeks.","Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it's one of those weeks.",دڵتەنگ
1752773291,سڵاو! ! بەدواداچوون لەسەر recommendatiion لە !,surprise,MissXu,hello! @maggieyan3 ! following on recommendatiion of @casparterhorst !,hello! ! following on recommendatiion of !,سوپرایز
1752773325,مۆبایلی نوێ + سفر پەیوەندی = poo. نامەیەکم بۆ بنێرە بە ناوی خۆتەوە تا ژمارەکانتان سەیڤ بکەم سوپاس,sadness,nursetara88,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,دڵتەنگ
1752773364,ڕەنگە لە خۆیەوە بسوتێت.,surprise,DonniesGirl69,@GeorgiaPrincez He'd probably spontaneously combust.,He'd probably spontaneously combust.,سوپرایز
1752773413,سبەی بە ئۆتۆمبێلێکی پڕ لە گەنجینەکانەوە دێتەوە ماڵەوە,surprise,lynnemm7,coming home tomorrow with a car full of treasures,coming home tomorrow with a car full of treasures,سوپرایز
1752773422,دێی بۆ ئاهەنگی هاوسەرگیری؟ من دەمەوێت هەموو هاوڕێکانی لەوێ بن؟ ڕاستە شەکر؟,enthusiasm,TheTankGirl,"@Ms_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?    @TheDeadpool Right, sugar?","Are you coming to the wedding? I want all of his friends to be there? Right, sugar?",پەرۆش
1752773477,tweettttt.,neutral,is_selene,@sonic18018 tweettttt.,tweettttt.,ئاسایی
1752773488,تازە پەیوەندیم پێوە کراوە لە هاوڕێ شامپانزیەکانمەوە، دەمەوێت بەشداری ئاهەنگەکە بکەم. بارەکان بۆ ئامادەکاری ئێستا. واو ئەمە زۆر باشە. سەرەتا کوپێک چا بخۆرەوە پێم وایە. ئێرم,happiness,allaboutglos,"I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm","I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm",بەختەوەر
1752773522,ئەو چرایە خۆش بوێت! ئێمە لە شاری سیدنی لە ئوسترالیا,happiness,marquetteturner,"@MoCo love that lamp!  We're in Sydney, Australia","love that lamp! We're in Sydney, Australia",بەختەوەر
1752773565,من خراپترین لووتم گیر بووە تا ئێستا. لۆرن شەوەکەی بەسەر بردووە، منیش سودافێدم زۆر خواردووە!,worry,jacksstatus,"I have the worst stuffy nose EVER. Lauren's spending the night, and I took too much Sudafed!","I have the worst stuffy nose EVER. Lauren's spending the night, and I took too much Sudafed!",نیگەران
1752773617,لە هەواڵەکانی تردا: من حەزم لەم تیپەیە، &quot;لیدیا&quot;، و گۆرانییە ئاسانەکانی خەمۆکی-هێشتا-دڵخۆشکەر. گوێگرتنێکی باشە,love,RavenSnap,"In other news: i like this band, &quot;Lydia&quot;, and its easy-going melancholy-yet-cheery songs. It's good listening","In other news: i like this band, &quot;Lydia&quot;, and its easy-going melancholy-yet-cheery songs. It's good listening",خۆشەویستی
1752773624,زبور ٨٢:٦ وتم: ئێوە خودان. و هەمووتان منداڵی بەرزترینن. ڕۆژی دایکان پیرۆز بێت مۆما,love,Willbeatz01,"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma","Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",خۆشەویستی
1752773639,دانیشتن لە تەنیشت magicmoment,relief,annamelissa,@LD2k @kampashai sitting next to magicmoment,sitting next to magicmoment,ئارام
1752773646,شوکولاتە لەگەڵ کەرەی فستق. یەکێک لە تێکەڵە خۆشەویستەکانم,happiness,jenlovesthelord,@amygrant Chocolate with peanut butter. One of my favorite combonations,Chocolate with peanut butter. One of my favorite combonations,بەختەوەر
1752773731,نەخێر - تەنها یاریکردن بە یەکێک پێم وایە چاوەڕێی ئایفۆنی داهاتوو دەکەم,relief,jankybear,@vrowhani nope - just playing with one  i think i'm going to wait for the next iphone,nope - just playing with one i think i'm going to wait for the next iphone,ئارام
1752773768,کاتێک خۆر ئاوا دەبێت!!! ? http://blip.fm/~5yyud,neutral,indiegirl175,when the sun goes down!!!   ? http://blip.fm/~5yyud,when the sun goes down!!! ? http://blip.fm/~5yyud,ئاسایی
1752773796,ساردی لەگەڵ کۆڵتۆن کە تازە دیزاینی پشتەوەی کارتی کۆکتێل هاکەری بۆ من کردۆتەوە.,surprise,reeselloyd,Chilling with Colton who just redesigned the Cocktail Hacker card backs for me.,Chilling with Colton who just redesigned the Cocktail Hacker card backs for me.,سوپرایز
1752773803,مافی خۆت. من زۆر ئیرەیی دەبەم خۆزگە پانتۆڵێکی gangsterrrrم وەک داپیرەت هەبوایە,fun,blockaleshia,@KristinaxB your right. im so jealous i wish i had gangsterrrr pants like your grandma,your right. im so jealous i wish i had gangsterrrr pants like your grandma,خۆشی
1752773859,پیرۆزە هێی,fun,pankajguptadel,@w3edge congrats hey,congrats hey,خۆشی
1752773933,سوپاس گ! ڕۆژی لەدایکبوونی ڕاستەقینەی من سێشەممەیە و تەمەنم دەبێتە ٢٤ ساڵ.,neutral,thenanchi,@gf3 Thanks G! My actual birthday is on Tuesday and I will be 24.,Thanks G! My actual birthday is on Tuesday and I will be 24.,ئاسایی
